time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P(Pa)
2022-04-27 11:45:04.8390,-0.039,-1.006,0.02,0.39,0.1,0.79,0.34,-0.3,-0.05,106525.391
2022-04-27 11:45:04.8490,-0.031,-1.005,0.052,0.31,0.09,0.53,0.4,-0.33,-0.06,106525.391
2022-04-27 11:45:04.8590,-0.026,-1.006,0.084,0.26,0.09,0.25,0.41,-0.34,-0.06,106525.391
2022-04-27 11:45:04.8690,-0.028,-1.009,0.11,0.26,0.13,0.0,0.38,-0.34,-0.06,106525.391
2022-04-27 11:45:04.8790,-0.031,-1.008,0.128,0.31,0.14,-0.18,0.34,-0.31,-0.08,106525.391
2022-04-27 11:45:04.8890,-0.031,-1.004,0.133,0.33,0.11,-0.24,0.29,-0.25,-0.11,106525.391
2022-04-27 11:45:04.8990,-0.036,-0.997,0.129,0.37,0.05,-0.21,0.25,-0.19,-0.14,106525.391
2022-04-27 11:45:04.9080,-0.036,-0.99,0.122,0.42,-0.01,-0.14,0.22,-0.12,-0.17,106525.391
2022-04-27 11:45:04.9180,-0.031,-0.985,0.114,0.41,-0.07,-0.02,0.21,-0.09,-0.21,106525.391
2022-04-27 11:45:04.9280,-0.024,-0.983,0.111,0.36,-0.1,0.04,0.21,-0.07,-0.23,106525.391
2022-04-27 11:45:04.9390,-0.023,-0.98,0.11,0.34,-0.12,0.08,0.21,-0.07,-0.25,106525.391
2022-04-27 11:45:04.9480,-0.03,-0.972,0.113,0.41,-0.17,0.08,0.21,-0.07,-0.28,106525.391
2022-04-27 11:45:04.9580,-0.035,-0.96,0.113,0.51,-0.28,0.09,0.22,-0.07,-0.31,106525.391
2022-04-27 11:45:04.9680,-0.034,-0.95,0.122,0.56,-0.39,0.07,0.23,-0.04,-0.36,106525.391
2022-04-27 11:45:04.9780,-0.018,-0.948,0.134,0.51,-0.43,-0.04,0.24,-0.01,-0.39,106525.391
2022-04-27 11:45:04.9880,0.002,-0.952,0.147,0.35,-0.4,-0.13,0.22,0.01,-0.4,106525.391
2022-04-27 11:45:04.9980,0.019,-0.954,0.156,0.2,-0.37,-0.24,0.2,0.03,-0.39,106525.391
2022-04-27 11:45:05.0080,0.026,-0.954,0.154,0.13,-0.36,-0.23,0.19,0.03,-0.37,106525.391
2022-04-27 11:45:05.0180,0.034,-0.95,0.145,0.1,-0.39,-0.15,0.18,-0.0,-0.36,106525.391
2022-04-27 11:45:05.0280,0.037,-0.945,0.139,0.07,-0.42,-0.04,0.2,-0.04,-0.34,106525.391
2022-04-27 11:45:05.0380,0.034,-0.939,0.145,0.12,-0.47,-0.05,0.23,-0.06,-0.33,106525.391
2022-04-27 11:45:05.0480,0.032,-0.939,0.147,0.19,-0.51,-0.06,0.25,-0.08,-0.32,106525.391
2022-04-27 11:45:05.0580,0.044,-0.937,0.161,0.15,-0.48,-0.11,0.27,-0.09,-0.31,106525.391
2022-04-27 11:45:05.0680,0.057,-0.929,0.174,0.05,-0.57,-0.25,0.27,-0.08,-0.3,106525.391
2022-04-27 11:45:05.0780,0.073,-0.933,0.181,-0.07,-0.56,-0.3,0.25,-0.09,-0.28,106525.391
2022-04-27 11:45:05.0880,0.088,-0.936,0.191,-0.19,-0.51,-0.37,0.24,-0.08,-0.25,106525.391
2022-04-27 11:45:05.0980,0.099,-0.933,0.194,-0.31,-0.51,-0.42,0.23,-0.08,-0.2,106525.391
2022-04-27 11:45:05.1080,0.106,-0.93,0.19,-0.37,-0.54,-0.38,0.23,-0.09,-0.15,106394.096
2022-04-27 11:45:05.1170,0.108,-0.923,0.184,-0.4,-0.59,-0.28,0.25,-0.12,-0.09,106394.096
2022-04-27 11:45:05.1270,0.109,-0.913,0.188,-0.39,-0.67,-0.28,0.3,-0.11,-0.04,106394.096
2022-04-27 11:45:05.1370,0.112,-0.91,0.185,-0.42,-0.73,-0.25,0.35,-0.15,0.02,106394.096
Time,0.117,-0.905,0.189,-0.47,-0.77,-0.2,0.4,-0.21,0.08,106394.096
2022-04-27 11:45:05.1520,0.121,-0.903,0.204,-0.52,-0.78,-0.3,0.46,-0.26,0.13,106394.096
2022-04-27 11:45:05.1680,0.117,-0.893,0.213,-0.54,-0.84,-0.35,0.51,-0.32,0.18,106394.096
2022-04-27 11:45:05.1770,0.11,-0.887,0.228,-0.47,-0.93,-0.43,0.54,-0.38,0.22,106394.096
2022-04-27 11:45:05.1870,0.101,-0.897,0.244,-0.41,-0.89,-0.54,0.56,-0.44,0.25,106394.096
2022-04-27 11:45:05.1970,0.094,-0.913,0.255,-0.35,-0.72,-0.62,0.56,-0.5,0.27,106394.096
2022-04-27 11:45:05.2070,0.09,-0.925,0.262,-0.32,-0.58,-0.65,0.54,-0.52,0.27,106394.096
2022-04-27 11:45:05.2170,0.084,-0.942,0.262,-0.28,-0.44,-0.63,0.53,-0.5,0.28,106394.096
2022-04-27 11:45:05.2270,0.083,-0.966,0.254,-0.27,-0.2,-0.53,0.52,-0.48,0.28,106394.096
2022-04-27 11:45:05.2370,0.075,-0.976,0.247,-0.25,-0.03,-0.41,0.51,-0.48,0.28,106394.096
2022-04-27 11:45:05.2470,0.064,-0.979,0.245,-0.17,0.02,-0.32,0.51,-0.49,0.28,106394.096
Time,0.048,-0.975,0.247,-0.04,0.02,-0.29,0.51,-0.53,0.27,106394.096
Time,0.027,-0.968,0.261,0.14,-0.04,-0.33,0.49,-0.57,0.24,106394.096
2022-04-27 11:45:05.2770,0.004,-0.961,0.278,0.36,-0.09,-0.46,0.46,-0.57,0.17,106394.096
2022-04-27 11:45:05.2860,-0.013,-0.955,0.292,0.56,-0.16,-0.57,0.39,-0.55,0.1,106394.096
2022-04-27 11:45:05.2960,-0.014,-0.953,0.301,0.65,-0.19,-0.66,0.29,-0.51,0.02,106394.096
Time,-0.003,-0.955,0.301,0.58,-0.18,-0.68,0.19,-0.44,-0.02,106394.096
2022-04-27 11:45:05.3160,0.01,-0.961,0.291,0.46,-0.12,-0.61,0.11,-0.36,-0.05,106394.096
2022-04-27 11:45:05.3260,0.018,-0.966,0.27,0.36,-0.06,-0.44,0.06,-0.28,-0.04,106394.096
2022-04-27 11:45:05.3360,0.017,-0.971,0.249,0.36,-0.02,-0.21,0.05,-0.21,-0.04,106394.096
Time,0.015,-0.976,0.237,0.37,0.02,-0.06,0.06,-0.17,-0.03,106394.096
2022-04-27 11:45:05.3560,0.014,-0.985,0.234,0.41,0.11,0.02,0.06,-0.15,-0.05,106394.096
2022-04-27 11:45:05.3660,0.015,-0.992,0.239,0.41,0.19,-0.01,0.07,-0.16,-0.08,106394.096
2022-04-27 11:45:05.3760,0.018,-0.998,0.247,0.4,0.25,-0.08,0.05,-0.19,-0.11,106394.096
2022-04-27 11:45:05.3860,0.018,-0.999,0.254,0.4,0.29,-0.16,0.03,-0.21,-0.15,106394.096
Time,0.019,-0.997,0.263,0.43,0.26,-0.23,0.01,-0.22,-0.19,106394.096
2022-04-27 11:45:05.4050,0.019,-0.998,0.272,0.44,0.27,-0.34,-0.02,-0.2,-0.21,106394.096
2022-04-27 11:45:05.4150,0.023,-1.0,0.275,0.46,0.28,-0.38,-0.06,-0.16,-0.23,106394.096
2022-04-27 11:45:05.4260,0.031,-1.002,0.279,0.41,0.31,-0.43,-0.1,-0.12,-0.24,106394.096
Time,0.041,-1.002,0.279,0.34,0.31,-0.47,-0.15,-0.08,-0.24,106394.096
2022-04-27 11:45:05.4460,0.052,-1.0,0.277,0.27,0.3,-0.46,-0.19,-0.05,-0.25,106394.096
2022-04-27 11:45:05.4550,0.064,-0.992,0.274,0.18,0.24,-0.47,-0.24,-0.05,-0.25,106394.096
Time,0.077,-0.984,0.267,0.06,0.15,-0.44,-0.29,-0.06,-0.24,106394.096
2022-04-27 11:45:05.4750,0.091,-0.975,0.257,-0.03,0.06,-0.39,-0.32,-0.1,-0.22,106394.096
2022-04-27 11:45:05.4860,0.107,-0.972,0.244,-0.17,0.0,-0.31,-0.34,-0.14,-0.19,106394.096
Time,0.112,-0.969,0.221,-0.26,-0.03,-0.16,-0.34,-0.22,-0.13,106394.096
Time,0.105,-0.966,0.198,-0.21,-0.06,0.05,-0.3,-0.29,-0.06,106394.096
2022-04-27 11:45:05.5150,0.091,-0.961,0.179,-0.09,-0.12,0.22,-0.24,-0.35,-0.01,106394.096
2022-04-27 11:45:05.5250,0.076,-0.96,0.17,0.07,-0.14,0.34,-0.18,-0.4,0.03,106394.096
2022-04-27 11:45:05.5350,0.064,-0.96,0.174,0.2,-0.16,0.31,-0.13,-0.41,0.05,106394.096
2022-04-27 11:45:05.5440,0.058,-0.965,0.171,0.3,-0.12,0.3,-0.08,-0.41,0.06,106394.096
2022-04-27 11:45:05.5540,0.061,-0.973,0.176,0.3,-0.05,0.29,-0.04,-0.41,0.07,106394.096
Time,0.064,-0.975,0.182,0.25,-0.01,0.2,-0.02,-0.41,0.09,106394.096
2022-04-27 11:45:05.5740,0.057,-0.974,0.181,0.29,-0.02,0.19,-0.01,-0.43,0.1,106394.096
2022-04-27 11:45:05.5850,0.049,-0.971,0.176,0.37,-0.03,0.22,0.02,-0.45,0.11,106394.096
Time,0.039,-0.966,0.171,0.45,-0.08,0.27,0.05,-0.47,0.11,106394.096
2022-04-27 11:45:05.6040,0.031,-0.966,0.169,0.55,-0.1,0.3,0.08,-0.48,0.09,106394.096
2022-04-27 11:45:05.6140,0.028,-0.963,0.17,0.59,-0.11,0.31,0.11,-0.47,0.08,106394.096
2022-04-27 11:45:05.6250,0.031,-0.961,0.173,0.59,-0.14,0.29,0.14,-0.45,0.06,106394.096
2022-04-27 11:45:05.6350,0.041,-0.962,0.175,0.52,-0.14,0.28,0.15,-0.42,0.06,106394.096
2022-04-27 11:45:05.6450,0.049,-0.96,0.179,0.42,-0.14,0.27,0.17,-0.39,0.08,106394.096
2022-04-27 11:45:05.6550,0.051,-0.953,0.185,0.38,-0.19,0.23,0.19,-0.38,0.1,106394.096
2022-04-27 11:45:05.6640,0.05,-0.946,0.19,0.38,-0.26,0.19,0.21,-0.38,0.11,106394.096
Time,0.053,-0.941,0.2,0.36,-0.31,0.13,0.23,-0.41,0.12,106394.096
2022-04-27 11:45:05.6840,0.054,-0.941,0.211,0.34,-0.32,0.04,0.25,-0.46,0.12,106394.096
2022-04-27 11:45:05.6940,0.056,-0.94,0.225,0.33,-0.32,-0.06,0.26,-0.52,0.12,106394.096
2022-04-27 11:45:05.7040,0.055,-0.94,0.247,0.31,-0.34,-0.24,0.26,-0.52,0.12,106394.096
2022-04-27 11:45:05.7140,0.049,-0.948,0.253,0.37,-0.27,-0.35,0.25,-0.54,0.12,106394.096
2022-04-27 11:45:05.7240,0.049,-0.949,0.261,0.4,-0.23,-0.38,0.23,-0.54,0.12,106394.096
2022-04-27 11:45:05.7340,0.048,-0.949,0.273,0.39,-0.23,-0.49,0.2,-0.52,0.11,106394.096
2022-04-27 11:45:05.7440,0.045,-0.953,0.278,0.42,-0.2,-0.54,0.17,-0.5,0.1,106394.096
2022-04-27 11:45:05.7540,0.044,-0.954,0.285,0.44,-0.17,-0.6,0.14,-0.46,0.08,106394.096
2022-04-27 11:45:05.7640,0.045,-0.953,0.29,0.43,-0.18,-0.65,0.11,-0.43,0.06,106394.096
2022-04-27 11:45:05.7740,0.049,-0.952,0.293,0.42,-0.19,-0.69,0.08,-0.39,0.04,106394.096
2022-04-27 11:45:05.7840,0.06,-0.953,0.295,0.34,-0.18,-0.71,0.04,-0.36,0.03,106394.096
2022-04-27 11:45:05.7930,0.067,-0.953,0.297,0.26,-0.17,-0.73,0.02,-0.33,0.03,106394.096
2022-04-27 11:45:05.8030,0.077,-0.949,0.299,0.17,-0.2,-0.76,-0.0,-0.31,0.02,106394.096
2022-04-27 11:45:05.8140,0.081,-0.948,0.298,0.11,-0.24,-0.76,-0.03,-0.29,0.02,106394.096
2022-04-27 11:45:05.8230,0.085,-0.949,0.3,0.09,-0.21,-0.77,-0.04,-0.28,0.01,106394.096
2022-04-27 11:45:05.8330,0.089,-0.946,0.301,0.05,-0.24,-0.8,-0.07,-0.3,0.01,106394.096
2022-04-27 11:45:05.8430,0.101,-0.946,0.321,-0.03,-0.26,-0.92,-0.11,-0.26,-0.01,106394.096
2022-04-27 11:45:05.8530,0.102,-0.95,0.331,-0.1,-0.24,-1.12,-0.18,-0.2,-0.02,106394.096
2022-04-27 11:45:05.8630,0.113,-0.952,0.329,-0.12,-0.2,-1.16,-0.29,-0.16,0.0,106394.096
2022-04-27 11:45:05.8730,0.117,-0.942,0.333,-0.23,-0.28,-1.16,-0.42,-0.12,0.03,106394.096
2022-04-27 11:45:05.8830,0.117,-0.951,0.326,-0.23,-0.28,-1.31,-0.52,-0.06,0.06,106394.096
2022-04-27 11:45:05.8930,0.113,-0.955,0.273,-0.21,-0.19,-0.93,-0.57,-0.09,0.11,106394.096
2022-04-27 11:45:05.9030,0.097,-0.948,0.246,-0.15,-0.28,-0.59,-0.59,-0.18,0.13,106394.096
2022-04-27 11:45:05.9130,0.056,-0.95,0.208,0.21,-0.29,-0.38,-0.6,-0.22,0.11,106394.096
2022-04-27 11:45:05.9230,0.058,-0.958,0.185,0.37,-0.24,-0.1,-0.56,-0.25,0.07,106394.096
2022-04-27 11:45:05.9320,0.052,-0.95,0.164,0.33,-0.26,0.01,-0.48,-0.3,0.05,106394.096
Time,0.039,-0.947,0.135,0.49,-0.34,0.25,-0.39,-0.36,0.03,106394.096
2022-04-27 11:45:05.9530,0.043,-0.945,0.119,0.49,-0.35,0.44,-0.28,-0.41,0.02,106394.096
2022-04-27 11:45:05.9630,0.045,-0.935,0.123,0.46,-0.43,0.44,-0.16,-0.43,0.02,106394.096
Time,0.044,-0.935,0.129,0.47,-0.48,0.37,-0.06,-0.45,0.03,106394.096
Time,0.047,-0.943,0.147,0.47,-0.42,0.24,0.0,-0.44,0.03,106394.096
Time,0.057,-0.95,0.172,0.4,-0.35,0.01,0.04,-0.44,0.03,106394.096
2022-04-27 11:45:06.0020,0.069,-0.958,0.197,0.28,-0.28,-0.24,0.05,-0.42,0.03,106394.096
2022-04-27 11:45:06.0120,0.081,-0.974,0.213,0.17,-0.15,-0.45,0.04,-0.4,0.04,106394.096
2022-04-27 11:45:06.0230,0.091,-0.981,0.22,0.06,-0.03,-0.54,0.0,-0.39,0.05,106394.096
Time,0.096,-0.984,0.226,-0.01,0.0,-0.61,-0.04,-0.37,0.04,106394.096
Time,0.103,-0.987,0.226,-0.06,0.02,-0.65,-0.08,-0.37,0.03,106394.096
2022-04-27 11:45:06.0520,0.114,-0.991,0.222,-0.15,0.07,-0.63,-0.11,-0.36,0.03,106394.096
2022-04-27 11:45:06.0620,0.122,-0.988,0.212,-0.25,0.06,-0.58,-0.15,-0.35,0.02,106394.096
2022-04-27 11:45:06.0720,0.131,-0.981,0.198,-0.32,0.0,-0.47,-0.18,-0.34,0.03,105027.466
2022-04-27 11:45:06.0820,0.139,-0.979,0.188,-0.41,-0.04,-0.37,-0.19,-0.34,0.03,105027.466
2022-04-27 11:45:06.0920,0.144,-0.976,0.174,-0.47,-0.07,-0.29,-0.2,-0.36,0.04,105027.466
2022-04-27 11:45:06.1020,0.145,-0.973,0.16,-0.48,-0.1,-0.16,-0.2,-0.4,0.04,105027.466
2022-04-27 11:45:06.1120,0.15,-0.969,0.148,-0.5,-0.14,-0.07,-0.19,-0.44,0.03,105027.466
2022-04-27 11:45:06.1220,0.158,-0.964,0.135,-0.58,-0.19,0.04,-0.18,-0.47,0.03,105027.466
2022-04-27 11:45:06.1310,0.164,-0.962,0.126,-0.64,-0.23,0.12,-0.15,-0.48,0.03,105027.466
2022-04-27 11:45:06.1410,0.171,-0.964,0.12,-0.71,-0.22,0.17,-0.12,-0.45,0.05,105027.466
2022-04-27 11:45:06.1510,0.178,-0.968,0.113,-0.78,-0.19,0.22,-0.09,-0.41,0.07,105027.466
Time,0.181,-0.97,0.107,-0.83,-0.17,0.28,-0.06,-0.37,0.1,105027.466
2022-04-27 11:45:06.1710,0.183,-0.975,0.102,-0.85,-0.13,0.32,-0.03,-0.31,0.12,105027.466
2022-04-27 11:45:06.1810,0.179,-0.973,0.098,-0.86,-0.12,0.36,0.01,-0.27,0.12,105027.466
2022-04-27 11:45:06.1920,0.164,-0.973,0.095,-0.76,-0.15,0.4,0.05,-0.23,0.12,105027.466
2022-04-27 11:45:06.2010,0.148,-0.987,0.098,-0.6,-0.05,0.41,0.09,-0.2,0.1,105027.466
2022-04-27 11:45:06.2110,0.136,-1.0,0.108,-0.47,0.1,0.34,0.12,-0.16,0.07,105027.466
2022-04-27 11:45:06.2210,0.13,-1.008,0.119,-0.38,0.19,0.23,0.12,-0.14,0.03,105027.466
2022-04-27 11:45:06.2310,0.129,-1.016,0.127,-0.36,0.26,0.15,0.12,-0.1,-0.0,105027.466
2022-04-27 11:45:06.2410,0.127,-1.021,0.134,-0.35,0.34,0.09,0.1,-0.08,-0.03,105027.466
Time,0.122,-1.022,0.135,-0.31,0.35,0.06,0.1,-0.06,-0.06,105027.466
2022-04-27 11:45:06.2610,0.114,-1.019,0.133,-0.23,0.34,0.09,0.09,-0.04,-0.08,105027.466
2022-04-27 11:45:06.2710,0.104,-1.012,0.131,-0.12,0.28,0.11,0.08,-0.04,-0.11,105027.466
2022-04-27 11:45:06.2810,0.094,-1.004,0.127,-0.01,0.22,0.15,0.08,-0.05,-0.14,105027.466
2022-04-27 11:45:06.2900,0.081,-0.996,0.124,0.12,0.14,0.19,0.08,-0.07,-0.17,105027.466
2022-04-27 11:45:06.3010,0.075,-0.985,0.127,0.24,0.04,0.2,0.09,-0.08,-0.2,105027.466
2022-04-27 11:45:06.3110,0.073,-0.977,0.133,0.29,-0.04,0.14,0.09,-0.1,-0.22,105027.466
2022-04-27 11:45:06.3200,0.077,-0.97,0.142,0.3,-0.11,0.08,0.08,-0.1,-0.24,105027.466
Time,0.083,-0.962,0.153,0.28,-0.18,-0.03,0.06,-0.1,-0.25,105027.466
2022-04-27 11:45:06.3410,0.092,-0.955,0.162,0.21,-0.25,-0.13,0.02,-0.09,-0.25,105027.466
Time,0.094,-0.953,0.168,0.19,-0.29,-0.21,-0.03,-0.07,-0.25,105027.466
2022-04-27 11:45:06.3600,0.092,-0.947,0.164,0.22,-0.32,-0.21,-0.07,-0.04,-0.24,105027.466
2022-04-27 11:45:06.3700,0.091,-0.932,0.159,0.25,-0.43,-0.18,-0.11,0.0,-0.23,105027.466
2022-04-27 11:45:06.3800,0.083,-0.905,0.151,0.31,-0.66,-0.12,-0.12,0.04,-0.21,105027.466
2022-04-27 11:45:06.3900,0.077,-0.882,0.148,0.43,-0.93,-0.08,-0.12,0.07,-0.2,105027.466
2022-04-27 11:45:06.4000,0.081,-0.874,0.144,0.43,-1.06,-0.08,-0.11,0.08,-0.2,105027.466
Time,0.089,-0.879,0.137,0.38,-1.05,-0.01,-0.11,0.06,-0.2,105027.466
2022-04-27 11:45:06.4200,0.103,-0.896,0.129,0.27,-0.92,0.06,-0.1,0.02,-0.2,105027.466
2022-04-27 11:45:06.4300,0.111,-0.922,0.129,0.19,-0.7,0.08,-0.06,0.01,-0.21,105027.466
Time,0.12,-0.943,0.131,0.14,-0.45,0.08,-0.02,0.02,-0.22,105027.466
2022-04-27 11:45:06.4500,0.124,-0.955,0.14,0.1,-0.31,-0.01,0.0,0.04,-0.24,105027.466
2022-04-27 11:45:06.4600,0.136,-0.969,0.142,0.04,-0.18,-0.05,0.01,0.03,-0.24,105027.466
2022-04-27 11:45:06.4700,0.153,-0.977,0.145,-0.1,-0.06,-0.07,0.01,0.02,-0.23,105027.466
2022-04-27 11:45:06.4800,0.164,-0.975,0.148,-0.21,-0.05,-0.1,0.02,-0.03,-0.21,105027.466
2022-04-27 11:45:06.4900,0.175,-0.974,0.149,-0.3,-0.06,-0.12,0.03,-0.11,-0.18,105027.466
Time,0.171,-0.971,0.15,-0.33,-0.08,-0.13,0.04,-0.21,-0.16,105027.466
2022-04-27 11:45:06.5100,0.149,-0.962,0.158,-0.13,-0.14,-0.17,0.04,-0.29,-0.17,105027.466
2022-04-27 11:45:06.5200,0.134,-0.957,0.163,0.08,-0.22,-0.26,0.04,-0.31,-0.2,105027.466
2022-04-27 11:45:06.5290,0.125,-0.952,0.16,0.2,-0.25,-0.25,0.03,-0.31,-0.22,105027.466
2022-04-27 11:45:06.5390,0.121,-0.946,0.156,0.3,-0.31,-0.21,0.01,-0.3,-0.24,105027.466
Time,0.126,-0.942,0.148,0.3,-0.35,-0.16,0.01,-0.26,-0.23,105027.466
Time,0.136,-0.94,0.139,0.24,-0.37,-0.07,0.01,-0.22,-0.21,105027.466
2022-04-27 11:45:06.5690,0.151,-0.942,0.132,0.13,-0.37,0.0,0.03,-0.2,-0.18,105027.466
2022-04-27 11:45:06.5790,0.171,-0.951,0.112,-0.03,-0.31,0.13,0.09,-0.26,-0.13,105027.466
Time,0.183,-0.953,0.101,-0.2,-0.23,0.38,0.22,-0.5,-0.07,105027.466
Time,0.178,-0.943,0.127,-0.16,-0.32,0.15,0.34,-0.71,-0.04,105027.466
2022-04-27 11:45:06.6080,0.172,-0.957,0.132,-0.13,-0.24,0.18,0.47,-1.01,-0.03,105027.466
2022-04-27 11:45:06.6190,0.142,-0.959,0.201,0.13,-0.17,-0.28,0.52,-1.15,-0.11,105027.466
2022-04-27 11:45:06.6290,0.147,-0.967,0.254,0.3,-0.11,-0.89,0.46,-1.16,-0.14,105027.466
2022-04-27 11:45:06.6380,0.184,-0.975,0.289,0.02,-0.03,-1.26,0.35,-1.02,-0.1,105027.466
2022-04-27 11:45:06.6490,0.211,-0.982,0.307,-0.3,0.08,-1.51,0.19,-0.77,-0.01,105027.466
2022-04-27 11:45:06.6590,0.223,-0.969,0.303,-0.43,0.01,-1.52,0.04,-0.64,0.12,105027.466
2022-04-27 11:45:06.6680,0.254,-0.974,0.306,-0.69,-0.05,-1.58,-0.13,-0.46,0.2,105027.466
2022-04-27 11:45:06.6780,0.266,-0.989,0.281,-0.94,0.09,-1.46,-0.31,-0.42,0.28,105027.466
Time,0.242,-1.009,0.257,-0.85,0.22,-1.25,-0.5,-0.47,0.33,105027.466
2022-04-27 11:45:06.6980,0.203,-1.025,0.222,-0.54,0.44,-1.04,-0.67,-0.48,0.32,105027.466
2022-04-27 11:45:06.7080,0.143,-1.01,0.184,-0.06,0.37,-0.73,-0.78,-0.5,0.28,105027.466
2022-04-27 11:45:06.7180,0.091,-0.986,0.138,0.52,0.16,-0.43,-0.8,-0.49,0.19,105027.466
2022-04-27 11:45:06.7290,0.075,-0.957,0.072,0.83,-0.16,0.09,-0.71,-0.47,0.06,105027.466
2022-04-27 11:45:06.7380,0.101,-0.948,0.025,0.73,-0.31,0.61,-0.55,-0.48,-0.04,105027.466
2022-04-27 11:45:06.7480,0.149,-0.946,0.019,0.31,-0.37,0.76,-0.37,-0.5,-0.08,105027.466
2022-04-27 11:45:06.7580,0.191,-0.963,0.029,-0.12,-0.28,0.66,-0.25,-0.56,-0.08,105027.466
2022-04-27 11:45:06.7680,0.241,-0.986,0.035,-0.56,-0.04,0.52,-0.15,-0.69,-0.03,105027.466
2022-04-27 11:45:06.7780,0.284,-0.993,0.027,-1.05,0.09,0.58,-0.03,-0.91,0.05,105027.466
2022-04-27 11:45:06.7880,0.297,-0.983,0.053,-1.28,0.04,0.46,0.11,-1.11,0.16,105027.466
2022-04-27 11:45:06.7980,0.286,-0.985,0.089,-1.29,0.01,0.05,0.3,-1.23,0.3,105027.466
2022-04-27 11:45:06.8090,0.239,-0.983,0.14,-0.98,0.0,-0.23,0.27,-1.35,0.44,105027.466
2022-04-27 11:45:06.8180,0.172,-0.989,0.213,-0.43,0.02,-1.05,0.18,-1.27,0.52,105027.466
2022-04-27 11:45:06.8280,0.094,-0.993,0.217,0.29,0.06,-1.33,0.07,-1.17,0.5,105027.466
2022-04-27 11:45:06.8370,0.036,-1.002,0.201,0.92,0.13,-1.2,-0.02,-1.09,0.41,105027.466
2022-04-27 11:45:06.8470,-0.002,-0.996,0.188,1.34,0.14,-1.1,-0.08,-0.98,0.28,105027.466
2022-04-27 11:45:06.8570,-0.018,-0.984,0.163,1.57,0.01,-0.92,-0.12,-0.87,0.14,105027.466
2022-04-27 11:45:06.8680,-0.02,-0.983,0.139,1.65,-0.05,-0.7,-0.18,-0.78,0.01,105027.466
2022-04-27 11:45:06.8770,0.004,-0.993,0.111,1.51,0.02,-0.49,-0.21,-0.68,-0.08,105027.466
2022-04-27 11:45:06.8870,0.029,-1.01,0.069,1.25,0.15,-0.15,-0.24,-0.61,-0.14,105027.466
2022-04-27 11:45:06.8970,0.045,-1.021,0.03,1.1,0.31,0.23,-0.26,-0.61,-0.18,105027.466
2022-04-27 11:45:06.9070,0.076,-1.023,0.005,0.9,0.35,0.5,-0.2,-0.62,-0.2,105027.466
2022-04-27 11:45:06.9170,0.117,-1.01,-0.007,0.53,0.32,0.65,-0.09,-0.6,-0.18,105027.466
2022-04-27 11:45:06.9270,0.146,-0.98,-0.009,0.2,0.04,0.69,0.02,-0.58,-0.13,105027.466
2022-04-27 11:45:06.9370,0.164,-0.978,0.004,0.2,0.04,0.69,0.14,-0.5,-0.05,105027.466
