time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-04-27 12:13:27.4520,0.029,0.767,0.627,0.09,0.1,0.03,0.12,-0.07,-0.01
2022-04-27 12:13:27.4620,0.028,0.77,0.622,0.07,0.09,0.01,0.13,-0.07,-0.02
2022-04-27 12:13:27.4720,0.031,0.772,0.618,0.08,0.07,0.06,0.13,-0.07,-0.02
2022-04-27 12:13:27.4820,0.03,0.772,0.611,0.06,0.06,0.08,0.14,-0.08,-0.03
2022-04-27 12:13:27.4920,0.033,0.773,0.606,0.08,0.08,0.15,0.15,-0.08,-0.04
2022-04-27 12:13:27.5020,0.03,0.79,0.607,0.01,0.06,0.17,0.16,-0.1,-0.13
2022-04-27 12:13:27.5110,0.044,0.809,0.605,0.1,-0.17,0.15,0.15,-0.12,-0.14
2022-04-27 12:13:27.5210,0.065,0.79,0.591,-0.17,-0.23,0.18,0.15,-0.18,-0.15
2022-04-27 12:13:27.5320,0.034,0.778,0.577,-0.23,-0.01,0.32,0.16,-0.25,-0.16
2022-04-27 12:13:27.5410,0.033,0.783,0.583,0.07,0.06,0.41,0.17,-0.3,-0.17
2022-04-27 12:13:27.5510,0.035,0.786,0.593,0.02,0.01,0.31,0.18,-0.33,-0.19
2022-04-27 12:13:27.5620,0.031,0.794,0.604,0.04,-0.01,0.19,0.18,-0.32,-0.22
2022-04-27 12:13:27.5720,0.029,0.804,0.606,0.07,-0.09,0.08,0.2,-0.33,-0.24
2022-04-27 12:13:27.5810,0.03,0.805,0.599,0.09,-0.16,0.07,0.22,-0.34,-0.27
2022-04-27 12:13:27.5900,0.032,0.798,0.59,0.08,-0.13,0.12,0.23,-0.36,-0.29
2022-04-27 12:13:27.6020,0.034,0.797,0.585,0.06,-0.05,0.2,0.24,-0.38,-0.31
2022-04-27 12:13:27.6120,0.037,0.801,0.582,0.03,-0.04,0.22,0.24,-0.41,-0.33
2022-04-27 12:13:27.6230,0.037,0.808,0.581,0.0,-0.06,0.22,0.26,-0.44,-0.37
2022-04-27 12:13:27.6320,0.033,0.83,0.571,0.01,-0.14,0.23,0.27,-0.49,-0.46
2022-04-27 12:13:27.6410,0.029,0.876,0.56,0.04,-0.41,0.31,0.27,-0.57,-0.6
2022-04-27 12:13:27.6500,0.042,0.891,0.547,0.05,-0.84,0.4,0.25,-0.64,-0.72
2022-04-27 12:13:27.6600,0.037,0.917,0.552,-0.11,-0.89,0.47,0.27,-0.64,-0.85
2022-04-27 12:13:27.6700,0.017,0.969,0.543,-0.03,-1.25,0.4,0.38,-0.6,-1.01
2022-04-27 12:13:27.6810,0.003,0.997,0.523,0.11,-1.69,0.5,0.59,-0.52,-1.19
2022-04-27 12:13:27.6910,0.009,1.003,0.509,0.14,-1.85,0.64,0.87,-0.45,-1.36
2022-04-27 12:13:27.7000,0.051,1.0,0.498,-0.08,-1.83,0.68,1.24,-0.44,-1.43
2022-04-27 12:13:27.7100,0.091,0.986,0.482,-0.63,-1.71,0.7,1.69,-0.51,-1.41
2022-04-27 12:13:27.7200,0.103,0.975,0.475,-1.04,-1.44,0.71,2.13,-0.63,-1.33
2022-04-27 12:13:27.7310,0.094,0.999,0.485,-1.16,-1.3,0.55,2.48,-0.74,-1.23
2022-04-27 12:13:27.7340,0.066,1.051,0.501,-1.1,-1.47,0.21,2.72,-0.74,-1.17
2022-04-27 12:13:27.7500,0.029,1.056,0.508,-0.85,-1.84,-0.18,2.94,-0.58,-1.16
2022-04-27 12:13:27.7600,-0.008,1.054,0.493,-0.55,-1.62,-0.44,3.08,-0.42,-1.18
2022-04-27 12:13:27.7710,-0.018,1.101,0.485,-0.32,-1.61,-0.54,3.14,-0.25,-1.17
2022-04-27 12:13:27.7800,-0.018,1.125,0.492,-0.37,-1.96,-0.79,3.14,-0.08,-1.14
2022-04-27 12:13:27.7890,-0.02,1.103,0.491,-0.47,-1.96,-1.14,3.07,0.07,-1.07
2022-04-27 12:13:27.8000,-0.028,1.048,0.481,-0.53,-1.56,-1.37,2.96,0.2,-0.99
2022-04-27 12:13:27.8100,-0.041,1.005,0.462,-0.54,-0.85,-1.53,2.84,0.32,-0.91
2022-04-27 12:13:27.8200,-0.048,1.048,0.434,-0.5,-0.6,-1.58,2.71,0.41,-0.8
2022-04-27 12:13:27.8300,-0.047,1.063,0.414,-0.55,-1.0,-1.56,2.57,0.51,-0.68
2022-04-27 12:13:27.8400,-0.058,1.033,0.392,-0.62,-0.92,-1.62,2.42,0.61,-0.57
2022-04-27 12:13:27.8500,-0.07,1.031,0.354,-0.55,-0.59,-1.61,2.32,0.65,-0.46
2022-04-27 12:13:27.8600,-0.076,1.042,0.32,-0.51,-0.64,-1.43,2.24,0.67,-0.35
2022-04-27 12:13:27.8700,-0.079,1.02,0.295,-0.5,-0.63,-1.35,2.17,0.7,-0.23
2022-04-27 12:13:27.8800,-0.084,1.002,0.264,-0.5,-0.29,-1.32,2.1,0.71,-0.11
2022-04-27 12:13:27.8890,-0.085,1.023,0.233,-0.48,-0.25,-1.21,2.05,0.7,0.02
2022-04-27 12:13:27.8990,-0.079,1.054,0.213,-0.48,-0.44,-1.14,1.98,0.69,0.18
2022-04-27 12:13:27.9090,-0.081,0.997,0.193,-0.53,-0.68,-1.15,1.93,0.7,0.3
2022-04-27 12:13:27.9190,-0.096,0.914,0.162,-0.43,0.21,-1.13,1.9,0.66,0.37
2022-04-27 12:13:27.9290,-0.1,0.896,0.129,-0.27,0.84,-0.99,1.87,0.62,0.44
2022-04-27 12:13:27.9400,-0.091,0.905,0.112,-0.23,0.92,-0.89,1.81,0.59,0.55
2022-04-27 12:13:27.9490,-0.069,0.962,0.108,-0.27,0.79,-0.93,1.68,0.58,0.78
2022-04-27 12:13:27.9590,-0.019,1.099,0.103,-0.47,0.05,-1.07,1.52,0.55,1.19
2022-04-27 12:13:27.9700,0.017,1.271,0.083,-0.87,-1.46,-1.14,1.52,0.55,1.19
2022-04-27 12:13:27.9790,0.018,1.382,0.052,-0.93,-2.99,-1.03,1.17,0.46,2.01
2022-04-27 12:13:27.9890,0.024,1.42,-0.01,-0.73,-4.02,-0.81,1.3,0.27,2.34
2022-04-27 12:13:27.9990,0.023,1.349,-0.057,-0.56,-3.95,-0.27,1.61,0.09,2.56
2022-04-27 12:13:28.0080,0.018,1.328,-0.038,-0.25,-3.35,-0.14,1.74,-0.02,2.76
2022-04-27 12:13:28.0180,0.04,1.337,0.022,-0.01,-3.27,-0.65,1.69,-0.11,2.93
2022-04-27 12:13:28.0280,0.057,1.343,0.047,0.05,-3.4,-1.35,1.51,-0.15,3.05
2022-04-27 12:13:28.0390,0.068,1.362,0.051,0.22,-3.49,-1.66,1.3,-0.17,3.15
2022-04-27 12:13:28.0490,0.09,1.413,0.038,0.37,-3.8,-1.78,1.1,-0.2,3.22
2022-04-27 12:13:28.0590,0.106,1.464,0.018,0.46,-4.39,-1.72,0.9,-0.24,3.22
2022-04-27 12:13:28.0690,0.107,1.491,0.005,0.67,-4.91,-1.62,0.71,-0.25,3.13
2022-04-27 12:13:28.0790,0.111,1.515,-0.001,0.94,-5.24,-1.58,0.51,-0.25,2.96
2022-04-27 12:13:28.0890,0.12,1.476,-0.006,1.15,-5.41,-1.57,0.29,-0.21,2.76
2022-04-27 12:13:28.0970,0.128,1.41,-0.015,1.31,-4.99,-1.55,0.29,-0.21,2.76
2022-04-27 12:13:28.1070,0.137,1.312,-0.044,1.47,-4.36,-1.43,-0.17,-0.03,2.25
2022-04-27 12:13:28.1180,0.151,1.196,-0.094,1.56,-3.36,-1.06,-0.31,0.07,2.01
2022-04-27 12:13:28.1280,0.168,1.106,-0.141,1.6,-2.32,-0.53,-0.33,0.16,1.77
2022-04-27 12:13:28.1380,0.18,1.053,-0.176,1.59,-1.57,-0.05,-0.28,0.22,1.54
2022-04-27 12:13:28.1480,0.191,1.018,-0.191,1.62,-1.17,0.28,-0.21,0.26,1.29
2022-04-27 12:13:28.1580,0.198,1.021,-0.196,1.62,-0.92,0.41,-0.15,0.28,1.03
2022-04-27 12:13:28.1690,0.202,1.06,-0.199,1.67,-1.1,0.48,-0.11,0.29,0.74
2022-04-27 12:13:28.1790,0.205,1.11,-0.199,1.69,-1.57,0.52,-0.08,0.24,0.44
2022-04-27 12:13:28.1870,0.215,1.1,-0.202,1.69,-1.98,0.55,-0.07,0.17,0.18
2022-04-27 12:13:28.1970,0.223,1.078,-0.196,1.6,-1.76,0.56,-0.03,0.09,-0.08
2022-04-27 12:13:28.2070,0.233,1.03,-0.187,1.52,-1.55,0.51,0.01,0.02,-0.28
2022-04-27 12:13:28.2170,0.242,0.969,-0.169,1.38,-0.95,0.38,0.05,-0.04,-0.47
2022-04-27 12:13:28.2280,0.246,0.957,-0.163,1.27,-0.45,0.23,0.08,-0.1,-0.64
2022-04-27 12:13:28.2370,0.248,0.938,-0.162,1.16,-0.34,0.17,0.08,-0.1,-0.64
2022-04-27 12:13:28.2480,0.249,0.923,-0.158,1.07,-0.1,0.15,0.12,-0.27,-0.92
2022-04-27 12:13:28.2580,0.252,0.943,-0.144,0.97,0.01,0.07,0.09,-0.35,-1.01
2022-04-27 12:13:28.2670,0.259,0.947,-0.129,0.82,-0.2,-0.11,0.01,-0.4,-1.07
2022-04-27 12:13:28.2770,0.256,0.931,-0.116,0.68,-0.1,-0.26,-0.09,-0.43,-1.11
2022-04-27 12:13:28.2880,0.256,0.916,-0.115,0.6,0.07,-0.37,-0.09,-0.43,-1.11
2022-04-27 12:13:28.2960,0.251,0.868,-0.115,0.49,0.32,-0.35,-0.35,-0.39,-1.12
2022-04-27 12:13:28.3060,0.245,0.816,-0.118,0.45,0.84,-0.33,-0.45,-0.33,-1.1
2022-04-27 12:13:28.3160,0.234,0.781,-0.13,0.41,1.42,-0.23,-0.49,-0.26,-1.1
2022-04-27 12:13:28.3290,0.225,0.79,-0.146,0.42,1.67,-0.07,-0.49,-0.22,-1.08
2022-04-27 12:13:28.3360,0.223,0.825,-0.161,0.37,1.55,0.13,-0.46,-0.2,-1.03
2022-04-27 12:13:28.3470,0.216,0.834,-0.168,0.3,1.21,0.3,-0.42,-0.2,-1.01
2022-04-27 12:13:28.3570,0.204,0.841,-0.177,0.3,1.27,0.4,-0.36,-0.21,-0.97
2022-04-27 12:13:28.3670,0.193,0.868,-0.186,0.32,1.14,0.51,-0.25,-0.23,-0.96
2022-04-27 12:13:28.3760,0.179,0.91,-0.19,0.34,0.86,0.61,-0.1,-0.25,-0.95
2022-04-27 12:13:28.3860,0.17,0.931,-0.19,0.37,0.5,0.63,0.09,-0.27,-0.94
2022-04-27 12:13:28.3940,0.167,0.928,-0.181,0.36,0.37,0.61,0.31,-0.29,-0.89
2022-04-27 12:13:28.4060,0.164,0.921,-0.166,0.29,0.44,0.46,0.51,-0.33,-0.83
2022-04-27 12:13:28.4160,0.157,0.909,-0.142,0.26,0.52,0.23,0.66,-0.36,-0.76
2022-04-27 12:13:28.4260,0.15,0.897,-0.116,0.25,0.65,-0.09,0.74,-0.35,-0.69
2022-04-27 12:13:28.4370,0.143,0.884,-0.097,0.25,0.77,-0.41,0.78,-0.31,-0.62
2022-04-27 12:13:28.4460,0.136,0.875,-0.094,0.26,0.89,-0.64,0.81,-0.3,-0.56
2022-04-27 12:13:28.4560,0.128,0.871,-0.102,0.27,0.96,-0.72,0.84,-0.3,-0.51
Time,0.12,0.865,-0.108,0.29,1.0,-0.71,0.87,-0.31,-0.47
2022-04-27 12:13:28.4760,0.112,0.855,-0.109,0.33,1.06,-0.77,0.87,-0.3,-0.45
2022-04-27 12:13:28.4860,0.107,0.843,-0.11,0.35,1.16,-0.84,0.86,-0.28,-0.42
2022-04-27 12:13:28.4960,0.103,0.839,-0.114,0.35,1.24,-0.92,0.85,-0.24,-0.39
2022-04-27 12:13:28.5050,0.098,0.834,-0.125,0.35,1.27,-0.94,0.85,-0.22,-0.37
2022-04-27 12:13:28.5150,0.094,0.831,-0.136,0.36,1.3,-0.91,0.86,-0.2,-0.35
2022-04-27 12:13:28.5260,0.091,0.843,-0.147,0.36,1.3,-0.89,0.88,-0.17,-0.33
2022-04-27 12:13:28.5360,0.091,0.869,-0.155,0.35,1.11,-0.87,0.91,-0.14,-0.3
2022-04-27 12:13:28.5460,0.096,0.891,-0.158,0.32,0.84,-0.88,0.93,-0.1,-0.26
2022-04-27 12:13:28.5560,0.092,0.927,-0.155,0.24,0.58,-0.96,0.89,-0.06,-0.25
2022-04-27 12:13:28.5650,0.08,0.906,-0.15,0.29,0.27,-1.07,0.78,-0.03,-0.26
2022-04-27 12:13:28.5750,0.079,0.898,-0.143,0.37,0.54,-1.21,0.55,0.04,-0.26
2022-04-27 12:13:28.5850,0.08,0.892,-0.155,0.33,0.54,-1.28,0.3,0.12,-0.27
2022-04-27 12:13:28.5940,0.072,0.856,-0.178,0.32,0.68,-1.15,0.09,0.17,-0.3
2022-04-27 12:13:28.6040,0.067,0.839,-0.203,0.39,1.03,-0.91,-0.04,0.2,-0.34
2022-04-27 12:13:28.6150,0.069,0.84,-0.224,0.39,1.14,-0.67,-0.11,0.22,-0.36
2022-04-27 12:13:28.6250,0.071,0.845,-0.24,0.33,1.13,-0.46,-0.17,0.23,-0.37
2022-04-27 12:13:28.6350,0.076,0.86,-0.251,0.29,1.06,-0.3,-0.22,0.25,-0.36
2022-04-27 12:13:28.6460,0.083,0.882,-0.261,0.2,0.91,-0.17,-0.25,0.27,-0.32
2022-04-27 12:13:28.6550,0.087,0.898,-0.272,0.11,0.7,-0.04,-0.25,0.29,-0.27
2022-04-27 12:13:28.6660,0.086,0.923,-0.282,0.08,0.55,0.09,-0.24,0.29,-0.21
2022-04-27 12:13:28.6750,0.089,0.95,-0.287,0.07,0.29,0.21,-0.2,0.29,-0.12
2022-04-27 12:13:28.6850,0.093,0.969,-0.285,0.02,0.05,0.26,-0.18,0.29,-0.01
2022-04-27 12:13:28.6950,0.092,0.978,-0.274,0.01,-0.11,0.24,-0.22,0.32,0.09
2022-04-27 12:13:28.7050,0.091,0.977,-0.258,0.04,-0.16,0.14,-0.3,0.36,0.2
2022-04-27 12:13:28.7150,0.093,0.971,-0.248,0.08,-0.14,0.02,-0.41,0.41,0.31
2022-04-27 12:13:28.7250,0.087,0.955,-0.242,0.11,-0.05,-0.01,-0.53,0.47,0.37
2022-04-27 12:13:28.7340,0.079,0.946,-0.247,0.24,0.13,0.01,-0.62,0.51,0.42
2022-04-27 12:13:28.7440,0.081,0.971,-0.249,0.34,0.17,0.13,-0.68,0.54,0.48
2022-04-27 12:13:28.7550,0.089,1.024,-0.247,0.36,-0.18,0.21,-0.73,0.58,0.52
2022-04-27 12:13:28.7650,0.081,1.028,-0.238,0.37,-0.63,0.25,-0.79,0.64,0.52
2022-04-27 12:13:28.7750,0.071,1.005,-0.223,0.54,-0.54,0.23,-0.88,0.72,0.48
2022-04-27 12:13:28.7840,0.071,0.983,-0.211,0.66,-0.3,0.18,-0.99,0.81,0.42
2022-04-27 12:13:28.7940,0.069,0.965,-0.2,0.71,-0.05,0.17,-1.1,0.91,0.34
2022-04-27 12:13:28.8040,0.068,0.978,-0.2,0.79,0.07,0.21,-1.15,1.02,0.27
2022-04-27 12:13:28.8140,0.069,0.949,-0.197,0.83,-0.01,0.34,-1.15,1.11,0.2
2022-04-27 12:13:28.8240,0.072,0.913,-0.181,0.85,0.34,0.41,-1.14,1.2,0.13
2022-04-27 12:13:28.8340,0.076,0.875,-0.158,0.85,0.74,0.37,-1.14,1.28,0.07
2022-04-27 12:13:28.8450,0.085,0.857,-0.128,0.82,1.07,0.24,-1.14,1.33,0.01
2022-04-27 12:13:28.8540,0.096,0.858,-0.101,0.75,1.21,0.08,-1.15,1.36,-0.04
2022-04-27 12:13:28.8640,0.11,0.862,-0.082,0.64,1.2,-0.04,-1.12,1.35,-0.09
2022-04-27 12:13:28.8740,0.124,0.859,-0.07,0.5,1.17,-0.08,-1.06,1.32,-0.14
2022-04-27 12:13:28.8830,0.139,0.857,-0.063,0.36,1.23,-0.06,-0.98,1.26,-0.19
2022-04-27 12:13:28.8930,0.153,0.86,-0.057,0.19,1.23,-0.01,-0.9,1.19,-0.24
2022-04-27 12:13:28.9040,0.158,0.867,-0.05,0.06,1.21,0.04,-0.86,1.13,-0.3
2022-04-27 12:13:28.9130,0.157,0.877,-0.045,0.0,1.14,0.06,-0.83,1.08,-0.38
2022-04-27 12:13:28.9230,0.155,0.888,-0.046,-0.01,1.05,0.13,-0.77,1.02,-0.45
2022-04-27 12:13:28.9340,0.15,0.9,-0.052,-0.04,0.95,0.24,-0.7,0.95,-0.54
2022-04-27 12:13:28.9430,0.145,0.912,-0.054,-0.04,0.85,0.38,-0.63,0.89,-0.64
2022-04-27 12:13:28.9540,0.137,0.925,-0.048,-0.04,0.72,0.45,-0.56,0.84,-0.74
2022-04-27 12:13:28.9630,0.131,0.934,-0.039,-0.04,0.62,0.44,-0.51,0.78,-0.84
2022-04-27 12:13:28.9730,0.124,0.943,-0.033,-0.07,0.54,0.42,-0.49,0.74,-0.95
2022-04-27 12:13:28.9830,0.117,0.952,-0.024,-0.09,0.46,0.41,-0.48,0.69,-1.05
2022-04-27 12:13:28.9930,0.112,0.95,-0.014,-0.13,0.42,0.36,-0.48,0.64,-1.14
2022-04-27 12:13:29.0030,0.102,0.953,-0.016,-0.19,0.44,0.35,-0.49,0.57,-1.22
2022-04-27 12:13:29.0130,0.094,0.957,-0.021,-0.22,0.41,0.43,-0.47,0.5,-1.3
2022-04-27 12:13:29.0230,0.086,0.958,-0.026,-0.26,0.38,0.53,-0.45,0.4,-1.36
2022-04-27 12:13:29.0340,0.076,0.952,-0.036,-0.31,0.4,0.64,-0.42,0.29,-1.42
2022-04-27 12:13:29.0430,0.067,0.946,-0.044,-0.35,0.46,0.78,-0.38,0.16,-1.45
2022-04-27 12:13:29.0530,0.056,0.934,-0.052,-0.41,0.55,0.89,-0.33,0.01,-1.48
2022-04-27 12:13:29.0630,0.043,0.932,-0.06,-0.44,0.63,1.0,-0.27,-0.14,-1.49
2022-04-27 12:13:29.0730,0.028,0.932,-0.068,-0.45,0.66,1.1,-0.19,-0.31,-1.51
2022-04-27 12:13:29.0820,0.013,0.94,-0.077,-0.45,0.63,1.2,-0.09,-0.48,-1.52
2022-04-27 12:13:29.0920,-0.0,0.94,-0.083,-0.45,0.56,1.29,0.02,-0.65,-1.53
2022-04-27 12:13:29.1030,-0.012,0.944,-0.083,-0.47,0.56,1.34,0.13,-0.8,-1.53
2022-04-27 12:13:29.1130,-0.025,0.947,-0.079,-0.5,0.49,1.32,0.22,-0.92,-1.53
2022-04-27 12:13:29.1230,-0.04,0.952,-0.07,-0.52,0.47,1.25,0.3,-1.02,-1.53
2022-04-27 12:13:29.1320,-0.055,0.959,-0.067,-0.5,0.38,1.15,0.3,-1.02,-1.53
2022-04-27 12:13:29.1420,-0.07,0.969,-0.061,-0.51,0.3,1.09,0.45,-1.17,-1.53
2022-04-27 12:13:29.1460,-0.084,0.972,-0.058,-0.5,0.21,1.0,0.52,-1.22,-1.52
2022-04-27 12:13:29.1620,-0.097,0.98,-0.056,-0.51,0.15,0.94,0.6,-1.26,-1.51
2022-04-27 12:13:29.1720,-0.11,0.982,-0.052,-0.52,0.06,0.87,0.65,-1.29,-1.5
2022-04-27 12:13:29.1820,-0.122,0.982,-0.05,-0.53,0.02,0.79,0.71,-1.31,-1.47
2022-04-27 12:13:29.1910,-0.132,0.978,-0.05,-0.55,0.01,0.73,0.76,-1.32,-1.44
2022-04-27 12:13:29.2020,-0.142,0.974,-0.042,-0.6,0.03,0.68,0.81,-1.3,-1.4
2022-04-27 12:13:29.2120,-0.151,0.973,-0.035,-0.63,0.04,0.54,0.85,-1.27,-1.36
2022-04-27 12:13:29.2220,-0.163,0.974,-0.03,-0.66,0.02,0.42,0.9,-1.23,-1.32
2022-04-27 12:13:29.2310,-0.174,0.979,-0.028,-0.66,-0.04,0.32,0.94,-1.19,-1.28
2022-04-27 12:13:29.2420,-0.184,0.982,-0.023,-0.68,-0.1,0.23,0.97,-1.13,-1.23
2022-04-27 12:13:29.2510,-0.192,0.986,-0.016,-0.7,-0.17,0.11,0.99,-1.06,-1.17
2022-04-27 12:13:29.2610,-0.202,0.987,-0.01,-0.73,-0.24,-0.02,0.99,-0.99,-1.11
2022-04-27 12:13:29.2720,-0.207,0.99,-0.004,-0.75,-0.27,-0.14,0.97,-0.92,-1.02
2022-04-27 12:13:29.2820,-0.212,0.988,0.009,-0.8,-0.34,-0.28,0.91,-0.83,-0.93
2022-04-27 12:13:29.2900,-0.22,0.977,0.022,-0.82,-0.31,-0.47,0.8,-0.74,-0.82
2022-04-27 12:13:29.3010,-0.225,0.962,0.029,-0.82,-0.2,-0.64,0.67,-0.64,-0.7
2022-04-27 12:13:29.3110,-0.231,0.946,0.031,-0.84,-0.08,-0.73,0.51,-0.54,-0.56
2022-04-27 12:13:29.3210,-0.235,0.944,0.027,-0.83,0.02,-0.78,0.37,-0.45,-0.4
2022-04-27 12:13:29.3310,-0.238,0.955,0.016,-0.84,0.0,-0.73,0.26,-0.36,-0.25
2022-04-27 12:13:29.3420,-0.24,0.976,0.005,-0.82,-0.15,-0.63,0.2,-0.27,-0.08
2022-04-27 12:13:29.3510,-0.241,0.967,0.001,-0.82,-0.35,-0.54,0.16,-0.17,0.08
2022-04-27 12:13:29.3610,-0.239,0.957,0.002,-0.8,-0.12,-0.52,0.12,-0.07,0.25
2022-04-27 12:13:29.3710,-0.238,0.963,-0.004,-0.8,-0.16,-0.53,0.06,0.02,0.41
2022-04-27 12:13:29.3800,-0.235,0.958,-0.01,-0.76,-0.13,-0.47,-0.01,0.09,0.58
2022-04-27 12:13:29.3900,-0.234,0.939,-0.014,-0.73,-0.07,-0.41,-0.09,0.17,0.74
2022-04-27 12:13:29.4000,-0.231,0.938,-0.017,-0.67,0.15,-0.38,-0.14,0.24,0.89
2022-04-27 12:13:29.4100,-0.226,0.932,-0.024,-0.62,0.16,-0.33,-0.19,0.3,1.02
2022-04-27 12:13:29.4210,-0.22,0.928,-0.029,-0.58,0.27,-0.26,-0.24,0.36,1.15
2022-04-27 12:13:29.4300,-0.212,0.947,-0.035,-0.53,0.29,-0.2,-0.27,0.41,1.25
2022-04-27 12:13:29.4410,-0.204,0.965,-0.045,-0.48,0.11,-0.11,-0.28,0.45,1.34
2022-04-27 12:13:29.4510,-0.196,0.971,-0.052,-0.44,0.01,0.0,-0.29,0.48,1.4
2022-04-27 12:13:29.4610,-0.186,0.973,-0.054,-0.38,-0.01,0.07,-0.28,0.51,1.46
2022-04-27 12:13:29.4710,-0.177,0.976,-0.055,-0.33,0.01,0.11,-0.28,0.53,1.5
2022-04-27 12:13:29.4800,-0.167,0.98,-0.056,-0.28,0.01,0.13,-0.29,0.53,1.53
2022-04-27 12:13:29.4900,-0.158,0.984,-0.055,-0.23,0.0,0.15,-0.3,0.52,1.55
2022-04-27 12:13:29.5000,-0.148,0.989,-0.052,-0.17,-0.02,0.15,-0.31,0.5,1.56
2022-04-27 12:13:29.5100,-0.14,0.995,-0.048,-0.1,-0.04,0.14,-0.31,0.47,1.56
2022-04-27 12:13:29.5210,-0.129,1.0,-0.043,-0.04,-0.07,0.12,-0.3,0.45,1.56
2022-04-27 12:13:29.5310,-0.12,1.009,-0.039,0.01,-0.11,0.1,-0.28,0.42,1.55
2022-04-27 12:13:29.5400,-0.109,1.011,-0.034,0.07,-0.17,0.08,-0.28,0.38,1.54
2022-04-27 12:13:29.5500,-0.098,1.008,-0.027,0.11,-0.15,0.06,-0.28,0.36,1.52
2022-04-27 12:13:29.5600,-0.086,1.01,-0.021,0.15,-0.13,0.01,-0.31,0.33,1.5
2022-04-27 12:13:29.5700,-0.072,1.011,-0.017,0.17,-0.11,-0.01,-0.33,0.3,1.47
2022-04-27 12:13:29.5800,-0.061,1.01,-0.012,0.18,-0.13,-0.02,-0.35,0.27,1.44
2022-04-27 12:13:29.5900,-0.051,1.016,-0.007,0.21,-0.12,-0.03,-0.35,0.25,1.4
2022-04-27 12:13:29.6000,-0.043,1.015,-0.003,0.26,-0.17,-0.06,-0.35,0.22,1.35
2022-04-27 12:13:29.6090,-0.034,1.01,0.003,0.31,-0.14,-0.05,-0.36,0.19,1.3
2022-04-27 12:13:29.6200,-0.027,1.01,0.01,0.35,-0.1,-0.08,-0.37,0.17,1.24
2022-04-27 12:13:29.6300,-0.02,1.011,0.015,0.4,-0.11,-0.12,-0.38,0.14,1.18
2022-04-27 12:13:29.6400,-0.015,1.018,0.013,0.44,-0.12,-0.11,-0.38,0.12,1.1
2022-04-27 12:13:29.6490,-0.009,1.027,0.012,0.51,-0.21,-0.05,-0.37,0.1,1.02
2022-04-27 12:13:29.6600,-0.005,1.034,0.011,0.55,-0.31,-0.01,-0.36,0.08,0.93
2022-04-27 12:13:29.6690,0.001,1.027,0.011,0.59,-0.35,0.04,-0.36,0.08,0.8492386341094971
2022-04-27 12:13:29.6800,0.009,1.024,0.015,0.6,-0.28,0.07,-0.41,0.08,0.77
2022-04-27 12:13:29.6890,0.011,1.033,0.018,0.62,-0.28,0.06,-0.47,0.09,0.68
2022-04-27 12:13:29.6990,0.01,1.071,0.017,0.67,-0.42,0.1,-0.51,0.09,0.56
2022-04-27 12:13:29.7090,0.008,1.103,0.018,0.74,-0.86,0.15,-0.53,0.09,0.44
2022-04-27 12:13:29.7190,0.013,1.099,0.024,0.78,-1.07,0.19,-0.55,0.08,0.35
2022-04-27 12:13:29.7290,0.025,1.086,0.041,0.75,-1.0,0.17,-0.61,0.09,0.27
2022-04-27 12:13:29.7390,0.032,1.073,0.06,0.65,-0.86,0.04,-0.7,0.11,0.2
2022-04-27 12:13:29.7490,0.039,1.071,0.072,0.61,-0.77,-0.06,-0.83,0.12,0.13
2022-04-27 12:13:29.7590,0.049,1.07,0.074,0.54,-0.77,-0.07,-0.83,0.12,0.13
2022-04-27 12:13:29.7690,0.056,1.062,0.073,0.46,-0.75,0.02,-1.01,0.09,0.01
2022-04-27 12:13:29.7780,0.063,1.053,0.072,0.39,-0.68,0.14,-1.04,0.05,-0.03
2022-04-27 12:13:29.7880,0.067,1.04,0.074,0.32,-0.59,0.24,-1.05,0.01,-0.08
2022-04-27 12:13:29.7980,0.068,1.028,0.075,0.28,-0.47,0.32,-1.07,-0.03,-0.12
2022-04-27 12:13:29.8080,0.072,1.016,0.082,0.25,-0.37,0.41,-1.07,-0.06,-0.14
2022-04-27 12:13:29.8180,0.072,1.013,0.09,0.21,-0.26,0.43,-1.09,-0.09,-0.17
2022-04-27 12:13:29.8280,0.074,1.017,0.097,0.19,-0.29,0.46,-1.1,-0.12,-0.19
2022-04-27 12:13:29.8390,0.079,1.02,0.109,0.14,-0.32,0.49,-1.1,-0.16,-0.21
2022-04-27 12:13:29.8480,0.08,1.025,0.122,0.09,-0.38,0.47,-1.11,-0.2,-0.22
2022-04-27 12:13:29.8580,0.079,1.028,0.136,0.07,-0.45,0.45,-1.12,-0.24,-0.22
2022-04-27 12:13:29.8690,0.079,1.032,0.153,0.06,-0.49,0.4,-1.14,-0.26,-0.22
2022-04-27 12:13:29.8770,0.08,1.034,0.166,0.04,-0.55,0.36,-1.17,-0.29,-0.2
2022-04-27 12:13:29.8870,0.077,1.031,0.178,0.02,-0.57,0.34,-1.21,-0.3,-0.18
2022-04-27 12:13:29.8970,0.073,1.027,0.183,0.04,-0.57,0.35,-1.25,-0.3,-0.16
2022-04-27 12:13:29.9070,0.07,1.019,0.184,0.08,-0.55,0.43,-1.26,-0.3,-0.14
2022-04-27 12:13:29.9180,0.065,1.006,0.183,0.1,-0.48,0.55,-1.24,-0.28,-0.12
