time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-04-27 12:13:22.4020,0.023,0.95,-0.454,-0.03,-0.36,0.47,0.38,-0.2,0.11
2022-04-27 12:13:22.4110,0.024,0.949,-0.453,-0.04,-0.37,0.44,0.39,-0.21,0.1
2022-04-27 12:13:22.4210,0.024,0.95,-0.454,-0.05,-0.38,0.41,0.4,-0.19,0.1
2022-04-27 12:13:22.4300,0.024,0.948,-0.452,-0.05,-0.4,0.37,0.4,-0.17,0.1
2022-04-27 12:13:22.4410,0.026,0.947,-0.449,-0.05,-0.39,0.31,0.39,-0.14,0.1
2022-04-27 12:13:22.4510,0.026,0.943,-0.448,-0.06,-0.4,0.25,0.38,-0.11,0.1
2022-04-27 12:13:22.4610,0.025,0.939,-0.448,-0.06,-0.37,0.22,0.35,-0.08,0.1
2022-04-27 12:13:22.4710,0.026,0.936,-0.449,-0.04,-0.34,0.18,0.33,-0.05,0.11
2022-04-27 12:13:22.4800,0.026,0.936,-0.451,-0.04,-0.34,0.17,0.3,-0.03,0.1
2022-04-27 12:13:22.4910,0.026,0.934,-0.45,-0.03,-0.35,0.16,0.28,-0.01,0.1
2022-04-27 12:13:22.5000,0.026,0.933,-0.454,-0.02,-0.34,0.14,0.26,-0.0,0.1
2022-04-27 12:13:22.5100,0.027,0.933,-0.458,-0.02,-0.35,0.15,0.24,0.0,0.09
2022-04-27 12:13:22.5200,0.028,0.93,-0.459,-0.02,-0.35,0.17,0.22,-0.01,0.08
2022-04-27 12:13:22.5300,0.029,0.929,-0.462,-0.02,-0.33,0.16,0.2,-0.03,0.08
2022-04-27 12:13:22.5400,0.029,0.929,-0.465,-0.02,-0.33,0.18,0.18,-0.04,0.07
2022-04-27 12:13:22.5500,0.03,0.926,-0.467,-0.02,-0.34,0.18,0.17,-0.06,0.07
2022-04-27 12:13:22.5610,0.031,0.922,-0.468,-0.03,-0.31,0.19,0.17,-0.08,0.06
2022-04-27 12:13:22.5700,0.03,0.918,-0.471,-0.04,-0.28,0.19,0.16,-0.09,0.06
2022-04-27 12:13:22.5800,0.03,0.917,-0.472,-0.02,-0.25,0.2,0.17,-0.11,0.05
2022-04-27 12:13:22.5900,0.03,0.917,-0.474,-0.02,-0.26,0.19,0.17,-0.11,0.05
2022-04-27 12:13:22.6000,0.03,0.915,-0.475,-0.02,-0.26,0.2,0.17,-0.12,0.04
2022-04-27 12:13:22.6110,0.03,0.914,-0.474,-0.02,-0.24,0.19,0.17,-0.12,0.04
2022-04-27 12:13:22.6200,0.029,0.915,-0.476,-0.02,-0.25,0.17,0.17,-0.12,0.04
2022-04-27 12:13:22.6290,0.029,0.913,-0.476,-0.02,-0.26,0.18,0.17,-0.13,0.03
2022-04-27 12:13:22.6400,0.03,0.911,-0.474,-0.02,-0.25,0.15,0.17,-0.13,0.02
2022-04-27 12:13:22.6500,0.03,0.909,-0.475,-0.04,-0.23,0.13,0.16,-0.12,0.02
2022-04-27 12:13:22.6600,0.028,0.91,-0.475,-0.03,-0.23,0.12,0.16,-0.11,0.01
2022-04-27 12:13:22.6690,0.029,0.909,-0.476,-0.03,-0.24,0.11,0.15,-0.1,0.01
2022-04-27 12:13:22.6800,0.028,0.908,-0.478,-0.03,-0.24,0.12,0.15,-0.09,0.0
2022-04-27 12:13:22.6890,0.027,0.908,-0.481,-0.02,-0.24,0.12,0.15,-0.08,-0.0
2022-04-27 12:13:22.6990,0.027,0.908,-0.485,-0.03,-0.24,0.14,0.16,-0.08,-0.01
2022-04-27 12:13:22.7100,0.027,0.911,-0.491,-0.03,-0.26,0.17,0.16,-0.08,-0.01
2022-04-27 12:13:22.7190,0.028,0.916,-0.501,-0.04,-0.3,0.22,0.21,-0.08,0.01
2022-04-27 12:13:22.7290,0.281,1.668,-0.608,-0.05,-0.43,0.3,1.54,0.24,0.61
2022-04-27 12:13:22.7390,0.231,5.286,-1.3,-3.27,-15.73,2.39,1.89,0.44,0.68
2022-04-27 12:13:22.7490,-0.224,3.768,-0.953,-0.43,-46.67,8.25,1.89,0.44,0.68
2022-04-27 12:13:22.7590,0.022,0.868,-0.334,2.46,-18.7,2.57,1.05,0.3,0.42
2022-04-27 12:13:22.7690,0.036,0.703,-0.337,-0.08,1.6,-2.57,1.26,0.38,0.41
2022-04-27 12:13:22.7790,0.03,0.722,-0.449,0.32,1.05,-1.42,1.26,0.38,0.41
2022-04-27 12:13:22.7890,0.036,0.677,-0.436,0.29,1.27,-1.05,1.2,0.26,0.3
2022-04-27 12:13:22.7990,0.041,0.671,-0.466,0.28,1.5,-1.1,0.85,0.21,0.27
2022-04-27 12:13:22.8090,0.046,0.676,-0.449,0.27,1.5,-0.97,0.55,0.25,0.23
2022-04-27 12:13:22.8160,0.05,0.699,-0.462,0.25,1.37,-1.17,0.41,0.26,0.2
2022-04-27 12:13:22.8280,0.054,0.721,-0.502,0.25,1.1,-0.97,0.36,0.24,0.17
2022-04-27 12:13:22.8380,0.057,0.728,-0.539,0.23,0.9,-0.59,0.34,0.18,0.14
2022-04-27 12:13:22.8480,0.06,0.736,-0.554,0.22,0.83,-0.29,0.3,0.15,0.12
2022-04-27 12:13:22.8580,0.063,0.744,-0.55,0.21,0.73,-0.22,0.24,0.14,0.1
2022-04-27 12:13:22.8680,0.064,0.751,-0.546,0.2,0.63,-0.31,0.2,0.13,0.08
2022-04-27 12:13:22.8790,0.065,0.751,-0.553,0.21,0.57,-0.32,0.17,0.11,0.06
2022-04-27 12:13:22.8890,0.066,0.746,-0.562,0.21,0.58,-0.26,0.17,0.09,0.03
2022-04-27 12:13:22.8990,0.067,0.743,-0.571,0.21,0.61,-0.18,0.17,0.08,0.0
2022-04-27 12:13:22.9080,0.067,0.738,-0.575,0.21,0.64,-0.12,0.18,0.07,-0.02
2022-04-27 12:13:22.9190,0.067,0.734,-0.575,0.21,0.67,-0.1,0.18,0.06,-0.04
2022-04-27 12:13:22.9280,0.067,0.73,-0.573,0.21,0.71,-0.11,0.17,0.04,-0.06
2022-04-27 12:13:22.9380,0.067,0.729,-0.574,0.21,0.73,-0.14,0.16,0.04,-0.09
2022-04-27 12:13:22.9480,0.067,0.73,-0.577,0.2,0.72,-0.15,0.15,0.03,-0.11
2022-04-27 12:13:22.9580,0.066,0.731,-0.579,0.19,0.7,-0.12,0.14,0.02,-0.13
2022-04-27 12:13:22.9680,0.067,0.733,-0.581,0.19,0.69,-0.11,0.12,0.01,-0.15
2022-04-27 12:13:22.9780,0.067,0.735,-0.581,0.17,0.67,-0.11,0.1,0.01,-0.17
2022-04-27 12:13:22.9880,0.066,0.738,-0.58,0.17,0.64,-0.12,0.07,0.01,-0.19
2022-04-27 12:13:22.9980,0.065,0.738,-0.581,0.15,0.62,-0.13,0.04,0.01,-0.21
2022-04-27 12:13:23.0070,0.063,0.738,-0.584,0.15,0.62,-0.12,0.01,0.0,-0.23
2022-04-27 12:13:23.0180,0.063,0.739,-0.589,0.15,0.62,-0.08,-0.01,-0.01,-0.25
2022-04-27 12:13:23.0270,0.062,0.74,-0.594,0.13,0.61,-0.03,-0.03,-0.02,-0.27
2022-04-27 12:13:23.0370,0.055,0.761,-0.611,0.11,0.6,0.03,0.09,-0.24,-0.42
2022-04-27 12:13:23.0470,-0.037,1.231,-0.806,0.28,-0.16,0.42,0.35,-0.67,-0.73
2022-04-27 12:13:23.0570,0.05,1.373,-0.819,0.95,-5.43,2.45,0.28,-0.8,-0.85
2022-04-27 12:13:23.0670,0.122,1.009,-0.65,-0.39,-4.84,1.72,0.13,-0.75,-0.85
2022-04-27 12:13:23.0780,0.066,0.783,-0.566,-0.74,-1.32,0.17,0.15,-0.62,-0.69
2022-04-27 12:13:23.0870,0.251,0.863,-0.594,-0.51,0.28,-0.4,0.31,-0.44,-0.26
2022-04-27 12:13:23.0980,0.308,0.93,-0.636,-2.76,-1.07,0.06,0.24,-0.41,0.03
2022-04-27 12:13:23.1080,0.092,0.822,-0.594,-2.38,-1.12,0.23,0.11,-0.4,0.06
2022-04-27 12:13:23.1160,0.007,0.725,-0.555,-0.29,0.02,-0.26,0.05,-0.31,0.06
2022-04-27 12:13:23.1260,0.016,0.722,-0.55,0.09,0.75,-0.57,0.02,-0.24,0.06
2022-04-27 12:13:23.1360,0.018,0.728,-0.571,0.01,0.67,-0.53,-0.03,-0.22,0.09
2022-04-27 12:13:23.1460,0.047,0.781,-0.594,-0.05,0.58,-0.3,-0.04,-0.16,0.17
2022-04-27 12:13:23.1570,0.046,0.828,-0.601,-0.35,-0.05,-0.1,-0.05,-0.11,0.23
2022-04-27 12:13:23.1660,0.02,0.809,-0.596,-0.2,-0.33,-0.07,-0.07,-0.06,0.26
2022-04-27 12:13:23.1760,0.016,0.782,-0.589,0.04,-0.06,-0.12,-0.08,-0.02,0.28
2022-04-27 12:13:23.1870,0.019,0.774,-0.59,0.06,0.16,-0.17,-0.09,0.03,0.3
2022-04-27 12:13:23.1960,0.022,0.777,-0.594,0.06,0.21,-0.14,-0.09,0.06,0.32
2022-04-27 12:13:23.2060,0.026,0.785,-0.598,0.05,0.17,-0.1,-0.09,0.09,0.34
2022-04-27 12:13:23.2170,0.025,0.795,-0.597,0.06,0.09,-0.05,-0.09,0.11,0.34
2022-04-27 12:13:23.2250,-0.015,0.882,-0.629,0.1,-0.03,-0.05,-0.03,-0.01,0.19
2022-04-27 12:13:23.2350,-0.07,1.006,-0.665,0.75,-1.33,0.44,-0.07,-0.08,0.07
2022-04-27 12:13:23.2460,0.016,0.837,-0.6,0.88,-1.8,0.5,-0.12,-0.07,0.02
2022-04-27 12:13:23.2570,0.027,0.757,-0.58,0.08,-0.01,-0.13,-0.15,-0.1,-0.01
2022-04-27 12:13:23.2650,0.024,0.776,-0.596,0.1,0.4,-0.16,-0.15,-0.14,-0.02
2022-04-27 12:13:23.2760,0.078,0.833,-0.607,0.05,0.15,0.01,-0.14,-0.12,0.06
2022-04-27 12:13:23.2860,0.095,0.861,-0.6,-0.6,-0.48,0.09,-0.2,-0.1,0.08
2022-04-27 12:13:23.2960,0.029,0.804,-0.586,-0.43,-0.46,0.0,-0.23,-0.1,0.08
2022-04-27 12:13:23.3060,0.034,0.81,-0.588,0.08,0.06,-0.09,-0.23,-0.08,0.07
2022-04-27 12:13:23.3160,0.041,0.821,-0.592,-0.02,-0.11,-0.02,-0.25,-0.07,0.05
2022-04-27 12:13:23.3260,0.035,0.824,-0.594,-0.06,-0.14,0.02,-0.26,-0.06,0.04
2022-04-27 12:13:23.3360,0.039,0.827,-0.595,0.0,-0.17,0.07,-0.27,-0.05,0.03
2022-04-27 12:13:23.3460,0.042,0.82,-0.592,-0.07,-0.15,0.09,-0.27,-0.03,0.02
2022-04-27 12:13:23.3560,0.038,0.817,-0.588,-0.07,-0.07,0.08,-0.28,-0.01,0.01
2022-04-27 12:13:23.3600,0.037,0.818,-0.588,-0.03,-0.04,0.07,-0.28,-0.0,0.01
2022-04-27 12:13:23.3750,0.037,0.818,-0.589,-0.02,-0.03,0.09,-0.28,0.01,0.0
2022-04-27 12:13:23.3850,0.036,0.821,-0.589,-0.02,-0.02,0.12,-0.28,0.02,-0.0
2022-04-27 12:13:23.3960,0.033,0.822,-0.587,-0.01,-0.04,0.14,-0.29,0.02,0.0
2022-04-27 12:13:23.4050,0.032,0.822,-0.585,0.02,-0.02,0.15,-0.29,0.02,0.0
2022-04-27 12:13:23.4140,0.033,0.825,-0.584,0.03,-0.02,0.15,-0.29,0.02,0.0
2022-04-27 12:13:23.4250,0.034,0.828,-0.581,0.02,-0.03,0.16,-0.3,0.01,0.0
2022-04-27 12:13:23.4350,0.035,0.83,-0.577,0.01,-0.04,0.15,-0.3,0.0,0.0
2022-04-27 12:13:23.4450,0.034,0.831,-0.575,0.0,-0.04,0.15,-0.31,-0.0,0.0
2022-04-27 12:13:23.4550,0.034,0.832,-0.572,0.02,-0.03,0.14,-0.32,0.0,0.0
2022-04-27 12:13:23.4650,0.034,0.834,-0.569,0.01,-0.03,0.14,-0.32,-0.0,0.0
2022-04-27 12:13:23.4750,0.035,0.837,-0.566,0.01,-0.03,0.15,-0.32,-0.0,0.0
2022-04-27 12:13:23.4840,0.035,0.837,-0.563,0.01,-0.03,0.14,-0.32,0.0,0.0
2022-04-27 12:13:23.4950,0.035,0.841,-0.559,0.01,-0.02,0.14,-0.32,0.0,0.0
2022-04-27 12:13:23.5050,0.035,0.841,-0.555,0.01,-0.05,0.12,-0.33,0.01,0.0
2022-04-27 12:13:23.5150,0.036,0.843,-0.554,0.0,-0.02,0.12,-0.33,0.01,0.0
2022-04-27 12:13:23.5240,0.034,0.844,-0.551,0.01,-0.02,0.13,-0.33,0.0,0.0
2022-04-27 12:13:23.5340,0.035,0.846,-0.547,0.02,-0.02,0.12,-0.33,0.01,0.0
2022-04-27 12:13:23.5450,0.035,0.848,-0.544,0.01,-0.03,0.11,-0.34,0.0,0.01
2022-04-27 12:13:23.5540,0.035,0.85,-0.54,0.01,-0.03,0.11,-0.33,0.0,0.0
2022-04-27 12:13:23.5640,0.036,0.852,-0.539,0.01,-0.03,0.11,-0.34,0.0,0.0
2022-04-27 12:13:23.5750,0.036,0.854,-0.536,0.01,-0.02,0.12,-0.34,0.0,0.0
2022-04-27 12:13:23.5840,0.035,0.854,-0.534,0.01,-0.03,0.12,-0.34,0.01,0.0
2022-04-27 12:13:23.5950,0.036,0.857,-0.532,0.02,-0.01,0.13,-0.34,0.0,0.0
2022-04-27 12:13:23.6050,0.035,0.858,-0.529,0.01,-0.02,0.14,-0.35,0.0,0.0
2022-04-27 12:13:23.6140,0.036,0.86,-0.525,0.01,-0.02,0.13,-0.35,0.0,-0.0
2022-04-27 12:13:23.6230,0.036,0.863,-0.522,0.01,-0.02,0.13,-0.35,0.0,-0.0
2022-04-27 12:13:23.6340,0.036,0.863,-0.519,0.01,-0.03,0.13,-0.35,0.01,0.0
2022-04-27 12:13:23.6440,0.035,0.866,-0.514,0.02,-0.02,0.13,-0.35,0.01,0.0
2022-04-27 12:13:23.6540,0.037,0.868,-0.512,0.01,-0.02,0.11,-0.36,0.0,0.0
2022-04-27 12:13:23.6640,0.036,0.869,-0.51,0.0,-0.02,0.13,-0.36,0.0,0.0
2022-04-27 12:13:23.6740,0.036,0.871,-0.508,0.01,-0.02,0.14,-0.36,0.0,0.0
2022-04-27 12:13:23.6830,0.036,0.873,-0.504,0.01,-0.02,0.14,-0.36,0.01,0.0
2022-04-27 12:13:23.6940,0.036,0.874,-0.499,0.01,-0.02,0.13,-0.36,0.0,0.0
2022-04-27 12:13:23.7040,0.036,0.877,-0.495,0.01,-0.02,0.12,-0.37,0.0,0.0
2022-04-27 12:13:23.7140,0.036,0.878,-0.493,0.01,-0.03,0.11,-0.37,0.01,0.0
2022-04-27 12:13:23.7240,0.036,0.879,-0.491,0.02,-0.01,0.13,-0.37,0.01,-0.0
2022-04-27 12:13:23.7330,0.036,0.881,-0.486,0.01,-0.01,0.13,-0.37,0.0,0.0
2022-04-27 12:13:23.7430,0.036,0.882,-0.484,0.01,-0.01,0.12,-0.38,0.01,0.0
2022-04-27 12:13:23.7530,0.036,0.884,-0.481,0.01,-0.01,0.13,-0.38,0.01,0.0
2022-04-27 12:13:23.7640,0.036,0.885,-0.477,0.02,0.0,0.13,-0.38,0.0,0.0
2022-04-27 12:13:23.7730,0.036,0.889,-0.474,0.02,-0.01,0.13,-0.38,0.0,0.0
2022-04-27 12:13:23.7840,0.036,0.89,-0.471,0.02,-0.02,0.14,-0.38,0.0,-0.0
2022-04-27 12:13:23.7930,0.036,0.892,-0.467,0.02,-0.01,0.14,-0.39,0.0,0.0
2022-04-27 12:13:23.8030,0.036,0.893,-0.462,0.02,-0.02,0.13,-0.38,0.01,0.0
2022-04-27 12:13:23.8130,0.036,0.895,-0.459,0.01,-0.01,0.12,-0.39,0.01,0.0
2022-04-27 12:13:23.8220,0.036,0.898,-0.456,0.02,-0.02,0.12,-0.39,0.0,0.0
2022-04-27 12:13:23.8330,0.036,0.899,-0.453,0.02,-0.02,0.13,-0.39,0.01,0.0
2022-04-27 12:13:23.8420,0.036,0.9,-0.449,0.02,-0.01,0.13,-0.39,0.01,-0.0
2022-04-27 12:13:23.8520,0.037,0.903,-0.444,0.02,-0.01,0.12,-0.39,0.01,0.0
2022-04-27 12:13:23.8630,0.037,0.903,-0.442,0.01,-0.02,0.12,-0.39,0.0,-0.0
2022-04-27 12:13:23.8730,0.037,0.905,-0.437,0.02,0.0,0.12,-0.39,0.0,-0.0
2022-04-27 12:13:23.8830,0.037,0.908,-0.433,0.01,-0.01,0.11,-0.39,0.01,0.0
2022-04-27 12:13:23.8920,0.037,0.907,-0.43,0.01,-0.01,0.11,-0.4,0.0,0.0
2022-04-27 12:13:23.9030,0.036,0.91,-0.427,0.02,0.0,0.12,-0.4,0.01,0.0
2022-04-27 12:13:23.9130,0.038,0.911,-0.423,0.02,-0.01,0.12,-0.4,0.01,0.0
2022-04-27 12:13:23.9220,0.037,0.913,-0.421,0.01,-0.01,0.12,-0.4,0.01,0.0
2022-04-27 12:13:23.9320,0.037,0.916,-0.417,0.02,-0.01,0.13,-0.4,0.01,-0.0
2022-04-27 12:13:23.9430,0.037,0.915,-0.411,0.02,-0.02,0.12,-0.4,0.01,-0.0
2022-04-27 12:13:23.9530,0.038,0.918,-0.409,0.02,-0.01,0.11,-0.4,0.01,0.0
2022-04-27 12:13:23.9620,0.038,0.919,-0.406,0.01,-0.01,0.14,-0.41,0.0,0.0
2022-04-27 12:13:23.9710,0.038,0.922,-0.404,0.01,-0.01,0.14,-0.41,0.01,0.0
2022-04-27 12:13:23.9820,0.038,0.923,-0.398,0.01,-0.01,0.15,-0.41,0.0,-0.0
2022-04-27 12:13:23.9920,0.037,0.924,-0.392,0.02,-0.01,0.12,-0.41,0.01,-0.0
2022-04-27 12:13:24.0020,0.038,0.926,-0.389,0.02,0.0,0.11,-0.41,0.01,0.0
2022-04-27 12:13:24.0110,0.037,0.928,-0.385,0.02,0.0,0.12,-0.42,0.01,0.0
2022-04-27 12:13:24.0210,0.037,0.928,-0.381,0.02,-0.02,0.11,-0.42,0.01,0.0
2022-04-27 12:13:24.0310,0.037,0.929,-0.379,0.02,0.01,0.12,-0.42,0.01,0.0
2022-04-27 12:13:24.0410,0.038,0.932,-0.375,0.02,0.0,0.13,-0.42,0.01,0.0
2022-04-27 12:13:24.0510,0.038,0.934,-0.371,0.02,-0.02,0.13,-0.43,0.01,0.0
2022-04-27 12:13:24.0610,0.039,0.935,-0.368,0.01,-0.01,0.14,-0.43,0.01,0.0
2022-04-27 12:13:24.0720,0.038,0.936,-0.365,0.01,-0.01,0.15,-0.43,0.01,-0.0
2022-04-27 12:13:24.0820,0.038,0.937,-0.362,0.02,0.0,0.15,-0.43,0.0,-0.0
2022-04-27 12:13:24.0920,0.038,0.939,-0.357,0.01,0.0,0.16,-0.44,0.01,0.0
2022-04-27 12:13:24.1010,0.038,0.941,-0.35,0.01,0.0,0.15,-0.44,0.01,-0.0
2022-04-27 12:13:24.1110,0.037,0.942,-0.345,0.02,0.0,0.13,-0.44,0.01,-0.0
2022-04-27 12:13:24.1210,0.037,0.942,-0.342,0.02,0.0,0.12,-0.45,0.01,-0.0
2022-04-27 12:13:24.1310,0.037,0.945,-0.339,0.02,0.01,0.14,-0.45,0.01,-0.0
2022-04-27 12:13:24.1410,0.037,0.946,-0.333,0.03,-0.01,0.14,-0.46,0.01,-0.0
2022-04-27 12:13:24.1520,0.038,0.948,-0.33,0.02,0.01,0.13,-0.45,0.0,-0.0
2022-04-27 12:13:24.1610,0.038,0.949,-0.326,0.02,0.0,0.15,-0.46,0.0,-0.0
2022-04-27 12:13:24.1710,0.038,0.95,-0.322,0.02,0.0,0.14,-0.47,0.0,-0.0
2022-04-27 12:13:24.1810,0.039,0.952,-0.318,0.02,0.0,0.15,-0.47,0.0,-0.0
2022-04-27 12:13:24.1910,0.038,0.952,-0.314,0.01,0.0,0.16,-0.48,0.01,-0.0
2022-04-27 12:13:24.2010,0.038,0.954,-0.307,0.02,0.02,0.15,-0.48,0.0,-0.0
2022-04-27 12:13:24.2100,0.038,0.955,-0.303,0.02,0.01,0.14,-0.49,0.01,-0.0
2022-04-27 12:13:24.2200,0.037,0.956,-0.298,0.02,0.02,0.14,-0.49,0.01,-0.0
2022-04-27 12:13:24.2300,0.038,0.958,-0.294,0.03,0.01,0.14,-0.5,0.0,0.0
2022-04-27 12:13:24.2410,0.038,0.961,-0.289,0.02,0.01,0.15,-0.5,0.0,0.0
2022-04-27 12:13:24.2500,0.038,0.962,-0.287,0.02,-0.01,0.16,-0.5,0.0,0.0
2022-04-27 12:13:24.2600,0.037,0.962,-0.281,0.02,-0.01,0.17,-0.52,0.01,-0.0
2022-04-27 12:13:24.2710,0.038,0.964,-0.277,0.03,0.01,0.16,-0.52,0.01,-0.0
2022-04-27 12:13:24.2800,0.038,0.964,-0.272,0.02,0.01,0.17,-0.53,0.01,-0.0
2022-04-27 12:13:24.2900,0.038,0.967,-0.266,0.02,0.02,0.17,-0.54,0.0,-0.0
2022-04-27 12:13:24.3000,0.039,0.968,-0.26,0.02,0.01,0.17,-0.54,0.01,-0.0
2022-04-27 12:13:24.3080,0.039,0.968,-0.255,0.01,0.01,0.17,-0.55,0.01,-0.0
2022-04-27 12:13:24.3190,0.038,0.97,-0.251,0.01,0.01,0.17,-0.56,0.01,0.0
2022-04-27 12:13:24.3300,0.038,0.971,-0.243,0.02,0.01,0.17,-0.57,0.01,-0.0
2022-04-27 12:13:24.3400,0.037,0.973,-0.238,0.03,0.02,0.16,-0.57,0.01,-0.0
2022-04-27 12:13:24.3500,0.038,0.973,-0.233,0.03,0.01,0.17,-0.57,0.01,-0.0
2022-04-27 12:13:24.3600,0.038,0.974,-0.229,0.02,0.01,0.16,-0.58,0.01,-0.0
2022-04-27 12:13:24.3700,0.037,0.976,-0.221,0.02,0.02,0.18,-0.58,0.01,-0.0
2022-04-27 12:13:24.3800,0.038,0.977,-0.216,0.03,0.02,0.17,-0.59,0.01,-0.0
2022-04-27 12:13:24.3890,0.038,0.978,-0.212,0.02,0.02,0.17,-0.6,0.01,-0.0
2022-04-27 12:13:24.4000,0.038,0.979,-0.206,0.02,0.02,0.18,-0.61,0.01,-0.0
2022-04-27 12:13:24.4100,0.038,0.98,-0.2,0.02,0.02,0.19,-0.61,0.01,-0.0
2022-04-27 12:13:24.4180,0.038,0.981,-0.193,0.03,0.02,0.19,-0.62,0.01,-0.01
2022-04-27 12:13:24.4290,0.038,0.982,-0.186,0.02,0.03,0.18,-0.62,0.01,-0.0
2022-04-27 12:13:24.4390,0.038,0.983,-0.18,0.02,0.03,0.17,-0.63,0.01,-0.0
2022-04-27 12:13:24.4490,0.038,0.984,-0.175,0.02,0.03,0.18,-0.63,0.01,-0.0
2022-04-27 12:13:24.4590,0.038,0.985,-0.166,0.03,0.02,0.18,-0.63,0.01,-0.0
2022-04-27 12:13:24.4700,0.037,0.986,-0.16,0.02,0.03,0.16,-0.64,0.01,-0.0
2022-04-27 12:13:24.4790,0.037,0.987,-0.154,0.03,0.03,0.17,-0.64,0.01,-0.0
2022-04-27 12:13:24.4890,0.038,0.988,-0.148,0.03,0.02,0.16,-0.65,0.01,-0.0
2022-04-27 12:13:24.4990,0.037,0.988,-0.142,0.02,0.02,0.17,-0.65,0.01,-0.0
2022-04-27 12:13:24.5080,0.038,0.989,-0.135,0.03,0.03,0.17,-0.65,0.01,-0.0
2022-04-27 12:13:24.5180,0.037,0.991,-0.128,0.02,0.02,0.17,-0.65,0.01,-0.0
2022-04-27 12:13:24.5280,0.037,0.991,-0.122,0.03,0.02,0.17,-0.66,0.01,-0.0
2022-04-27 12:13:24.5390,0.037,0.991,-0.114,0.03,0.03,0.16,-0.66,0.01,-0.0
2022-04-27 12:13:24.5480,0.037,0.992,-0.108,0.03,0.03,0.16,-0.66,0.01,-0.0
2022-04-27 12:13:24.5580,0.037,0.993,-0.101,0.03,0.03,0.16,-0.66,0.01,-0.0
2022-04-27 12:13:24.5690,0.037,0.993,-0.095,0.03,0.02,0.16,-0.66,0.01,-0.0
2022-04-27 12:13:24.5780,0.038,0.994,-0.088,0.03,0.02,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.5890,0.038,0.994,-0.081,0.02,0.02,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.5990,0.037,0.994,-0.076,0.02,0.03,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.6080,0.037,0.995,-0.068,0.03,0.03,0.18,-0.67,0.01,-0.0
2022-04-27 12:13:24.6180,0.037,0.995,-0.061,0.03,0.03,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.6280,0.037,0.996,-0.055,0.03,0.02,0.17,-0.67,0.01,-0.0
2022-04-27 12:13:24.6380,0.037,0.995,-0.048,0.03,0.03,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.6480,0.037,0.995,-0.042,0.02,0.03,0.17,-0.67,0.01,-0.01
2022-04-27 12:13:24.6580,0.037,0.996,-0.035,0.03,0.03,0.17,-0.67,0.01,-0.0
2022-04-27 12:13:24.6690,0.037,0.996,-0.028,0.03,0.02,0.17,-0.67,0.01,-0.0
2022-04-27 12:13:24.6780,0.037,0.996,-0.021,0.02,0.03,0.17,-0.68,0.01,-0.0
2022-04-27 12:13:24.6890,0.037,0.995,-0.014,0.02,0.02,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.6980,0.036,0.995,-0.007,0.03,0.03,0.16,-0.68,0.01,-0.0
2022-04-27 12:13:24.7070,0.037,0.995,-0.0,0.03,0.04,0.16,-0.68,0.01,-0.0
2022-04-27 12:13:24.7180,0.037,0.996,0.007,0.02,0.03,0.16,-0.68,0.01,-0.01
2022-04-27 12:13:24.7270,0.037,0.995,0.013,0.02,0.02,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.7370,0.037,0.994,0.02,0.02,0.03,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.7470,0.037,0.995,0.027,0.03,0.04,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.7580,0.037,0.994,0.034,0.02,0.03,0.15,-0.67,0.01,-0.01
2022-04-27 12:13:24.7670,0.036,0.993,0.04,0.03,0.03,0.15,-0.67,0.01,-0.0
2022-04-27 12:13:24.7770,0.037,0.994,0.047,0.03,0.04,0.16,-0.67,0.01,-0.0
2022-04-27 12:13:24.7880,0.037,0.993,0.053,0.02,0.03,0.15,-0.67,0.01,-0.0
2022-04-27 12:13:24.7970,0.035,0.992,0.059,0.03,0.03,0.17,-0.67,0.01,-0.0
2022-04-27 12:13:24.8070,0.037,0.992,0.068,0.04,0.03,0.16,-0.66,0.01,-0.0
2022-04-27 12:13:24.8170,0.036,0.992,0.075,0.02,0.03,0.14,-0.66,0.01,-0.0
2022-04-27 12:13:24.8270,0.036,0.991,0.081,0.03,0.03,0.14,-0.66,0.01,-0.0
2022-04-27 12:13:24.8370,0.035,0.991,0.088,0.03,0.03,0.15,-0.65,0.01,-0.0
2022-04-27 12:13:24.8470,0.036,0.99,0.095,0.04,0.02,0.14,-0.65,0.01,-0.01
2022-04-27 12:13:24.8580,0.036,0.988,0.102,0.03,0.03,0.13,-0.65,0.01,-0.0
2022-04-27 12:13:24.8670,0.036,0.988,0.109,0.03,0.04,0.13,-0.64,0.01,-0.0
2022-04-27 12:13:24.8760,0.035,0.987,0.114,0.03,0.03,0.13,-0.64,0.01,-0.0
2022-04-27 12:13:24.8870,0.035,0.986,0.119,0.04,0.03,0.14,-0.63,0.01,-0.0
2022-04-27 12:13:24.8970,0.036,0.986,0.126,0.03,0.03,0.14,-0.63,0.01,-0.0
